config_name,timestamp,m_true,c_true,k_true,m_est,c_est,k_est,m_error,c_error,k_error,rmse,runtime
light_mass,20250311_100017,0.5,0.1,5.0,0.3708530912752368,0.09739708872124658,14.00104084657888,25.82938174495264,2.6029112787534228,180.0208169315776,0.00039217995160039287,64.396497
medium_mass,20250311_100121,5.0,0.1,5.0,0.01765854073289404,0.06243817420350386,4.999999999999997,99.64682918534213,37.561825796496144,5.3290705182007514e-14,0.0034394520721311643,63.051182
heavy_mass,20250311_100224,20.0,0.1,5.0,0.011715260082214168,0.07260161632658163,5.0,99.94142369958891,27.398383673418376,0.0,0.007869298770596868,62.880603
underdamped,20250311_100327,1.0,0.05,5.0,0.01,0.03549983364707643,4.999999999999999,99.0,29.00033270584715,1.7763568394002505e-14,1.4692733819615948,63.97383
critically_damped,20250311_100431,1.0,4.47,5.0,0.01,0.17144645621761156,4.999999999999585,99.0,96.1645088094494,8.29558643999917e-12,15.616740587824609,67.769614
overdamped,20250311_100539,1.0,10.0,5.0,0.01,0.08734742594413802,4.999999999997568,99.0,99.12652574055862,4.863665026277886e-11,79.89970449504405,66.710706
soft_spring,20250311_100646,1.0,0.1,1.0,0.01,0.08119391985881252,1.0000000000000004,99.0,18.806080141187483,4.440892098500626e-14,0.0023959175935361213,63.714239
medium_spring,20250311_100749,1.0,0.1,10.0,0.7417366129752186,0.09650978666126304,28.06611478662448,25.826338702478136,3.490213338736961,180.6611478662448,0.0005683512395159325,64.665567
stiff_spring,20250311_100854,1.0,0.1,50.0,0.8247052850174612,0.08975909244782267,69.75194138871727,17.52947149825388,10.240907552177339,39.50388277743454,0.0021852666957747303,65.058865
low_freq,20250311_100959,1.0,0.1,5.0,1.2264086464707356,0.09911994391623183,4.342538226503873,22.640864647073556,0.880056083768177,13.149235469922543,0.0002260034010654334,64.308939
resonance_freq,20250311_101103,1.0,0.1,5.0,0.8707763853952148,0.09900121072924617,6.045351020464544,12.922361460478516,0.998789270753836,20.90702040929088,0.0004882966818248963,65.501362
high_freq,20250311_101209,1.0,0.1,5.0,0.01,0.06165084528343735,5.000000000000001,99.0,38.34915471656265,1.7763568394002505e-14,0.021623394429217988,63.865054
small_amplitude,20250311_101313,1.0,0.1,5.0,0.053536141249627474,0.08113183711335872,4.999999999999998,94.64638587503725,18.868162886641283,3.552713678800501e-14,0.0003024241869734434,64.966224
large_amplitude,20250311_101418,1.0,0.1,5.0,0.05256456277449826,0.08106224636533346,5.000000000000002,94.74354372255017,18.937753634666542,3.552713678800501e-14,0.04157375572003681,64.475186
no_noise,20250311_101522,1.0,0.1,5.0,0.051180355674153265,0.07797916891143,4.999999999999998,94.88196443258468,22.020831088570002,3.552713678800501e-14,0.0048258780399060034,64.921204
medium_noise,20250311_101627,1.0,0.1,5.0,0.051180355674153265,0.07797916891143,4.999999999999998,94.88196443258468,22.020831088570002,3.552713678800501e-14,0.0048258780399060034,64.634651
extreme_noise,20250311_101732,1.0,0.1,5.0,0.04671673738749915,0.0811970762006249,4.999999999999998,95.32832626125008,18.802923799375108,3.552713678800501e-14,0.0045117223467313885,64.064072
large_initial_displacement,20250311_101836,1.0,0.1,5.0,0.01,0.09999999999998987,5.0000000000000036,99.0,1.0130785099704553e-11,7.105427357601002e-14,13.905518423126285,62.647586
large_initial_velocity,20250311_101939,1.0,0.1,5.0,0.01,0.09999999999999876,5.000000000000269,99.0,1.2490009027033011e-12,5.382361223382759e-12,45.02061345793267,69.165368
random_high_amplitude,20250311_102048,1.0,0.1,5.0,0.01,0.01,5.000000000000012,99.0,90.0,2.4868995751603507e-13,8.33815401692023,66.063497
fine_time_step,20250311_102154,1.0,0.1,5.0,0.04552901244613022,0.08063981974804876,5.000000000000002,95.44709875538699,19.360180251951242,3.552713678800501e-14,0.0012139314802973858,65.071739
coarse_time_step,20250311_102259,1.0,0.1,5.0,0.04909712672353643,0.08849169563005056,4.999999999999998,95.09028732764637,11.508304369949443,3.552713678800501e-14,0.010866366207373518,63.474603
very_long_duration,20250311_102402,1.0,0.1,5.0,0.01,0.08563625855009534,4.999999999999998,99.0,14.36374144990467,3.552713678800501e-14,0.08094633027405107,66.225184
